Income,LoanAmount,Age,CreditScore,EmploymentYears,Loan_Status
44256,230881,28,607,20.0,0
84971,20000,39,682,7.0,0
15000,122878,50,725,13.0,0
60417,168085,51,732,12.0,0
82309,225212,59,714,11.0,0
81903,187886,46,775,5.0,0
101517,150876,35,752,3.0,0
103513,147320,34,662,10.0,0
69950,250040,35,697,10.0,0
111296,201636,35,708,6.0,0
76671,69111,25,625,0.0,1
75908,20000,30,709,3.0,0
73078,132688,37,719,12.0,0
108110,184125,22,670,10.0,0
121067,128553,46,753,9.0,0
50751,124735,41,659,8.0,0
70365,224447,29,705,6.0,0
85081,128259,47,660,10.0,0
59262,149052,32,696,0.0,0
88401,38958,41,701,7.0,0
67379,227469,45,825,6.0,0
63331,271311,29,742,2.0,0
82594,238183,34,699,11.0,0
44811,169796,30,773,9.0,0
60758,178701,46,714,15.0,0
79712,83672,52,761,4.0,0
119636,228843,60,761,3.0,1
15396,248872,21,711,15.0,0
127309,155257,21,722,7.0,1
91593,321447,23,664,14.0,0
91656,164076,50,758,9.0,0
68177,122956,37,614,0.0,0
108203,218502,21,708,10.0,0
65142,205891,33,697,17.0,0
70389,138480,49,830,12.0,1
41931,79877,43,737,7.0,0
35625,180112,25,620,14.0,1
55966,209241,59,739,8.0,0
83263,422795,45,808,11.0,0
66892,230684,32,741,9.0,0
42532,187430,41,652,14.0,0
99366,259339,31,671,7.0,0
80153,179542,26,743,17.0,0
23958,156620,24,740,6.0,0
81909,205561,31,774,10.0,0
74938,255301,32,687,11.0,1
77389,175294,33,702,0.0,0
78226,111331,50,713,6.0,0
76230,130488,28,649,7.0,0
73712,244337,21,683,10.0,0
95238,261159,39,732,7.0,0
80704,142157,53,700,3.0,0
56780,207308,39,715,9.0,0
78695,198854,58,706,14.0,0
72796,114008,28,758,11.0,0
86902,122124,34,625,5.0,0
96786,77340,21,692,16.0,0
70893,194763,25,758,8.0,0
72323,238978,51,663,13.0,0
61885,70494,34,778,9.0,0
83200,193611,30,771,0.0,0
100082,20000,26,792,0.0,0
73602,219239,51,705,6.0,0
46922,76079,39,830,8.0,0
68488,206518,22,686,9.0,0
67434,162426,30,612,15.0,0
74162,203634,39,613,9.0,0
29048,159488,55,759,0.0,0
76898,98057,47,710,14.0,1
75659,103463,49,711,3.0,0
64448,266375,21,734,0.0,0
71196,192012,29,707,14.0,0
53744,258757,60,644,0.0,0
82868,174710,26,754,10.0,0
51506,108233,29,711,9.0,0
76907,266008,43,713,9.0,0
37067,237465,40,739,9.0,0
46229,235378,25,679,8.0,0
78286,141391,43,748,2.0,0
86901,39656,30,727,10.0,0
56772,267109,33,662,9.0,0
65423,219344,30,789,0.0,0
34360,162466,50,682,9.0,0
18619,183977,44,850,9.0,0
103606,99515,46,767,8.0,0
66038,146368,42,668,6.0,0
92457,116796,42,696,5.0,0
73703,184200,56,661,8.0,0
58983,180871,40,676,7.0,0
60987,162843,51,706,2.0,0
92102,256771,44,757,13.0,0
57615,263630,28,769,16.0,0
47136,137252,21,717,8.0,0
50182,213216,30,723,10.0,0
57196,20000,23,750,12.0,0
96092,143806,36,655,3.0,0
45048,196610,21,722,3.0,0
84483,133624,45,686,9.0,0
80978,140081,26,672,5.0,0
48903,207788,41,740,13.0,0
51581,163717,25,698,8.0,0
36101,158214,33,807,6.0,0
82450,331845,22,754,15.0,0
23997,202464,29,765,7.0,0
18713,165774,57,667,0.0,1
79803,205797,51,733,16.0,0
15000,205913,59,787,6.0,0
25701,172157,47,691,3.0,0
82834,255750,57,736,15.0,0
52018,148899,25,752,2.0,0
47236,225642,27,701,8.0,0
69390,209082,54,687,11.0,0
56560,39586,37,679,3.0,0
79403,254312,35,797,5.0,0
92571,204401,38,708,9.0,0
60001,198624,35,735,0.0,0
86162,150790,41,681,3.0,0
87564,219293,34,733,2.0,0
76991,341129,40,664,15.0,0
61710,254347,39,735,9.0,0
48113,150802,21,801,3.0,0
67836,97564,33,793,13.0,0
51070,227011,41,677,8.0,0
71583,101542,34,703,2.0,0
72975,164709,31,722,0.0,0
19965,282231,23,725,3.0,0
15794,113733,28,785,6.0,0
70288,202462,33,751,14.0,0
53419,103547,27,681,3.0,0
77991,120503,28,773,13.0,0
88780,173803,34,725,3.0,0
28825,223820,27,671,3.0,1
77960,79987,44,751,1.0,0
107118,244122,40,650,9.0,0
88164,205304,57,684,3.0,0
79529,204416,39,644,14.0,1
53089,229291,38,701,2.0,0
76432,121125,35,734,0.0,0
61305,28559,31,757,11.0,0
66569,100824,48,728,15.0,0
48910,200715,24,660,2.0,0
101227,283462,49,721,3.0,0
27256,125523,39,704,10.0,0
60285,196488,45,741,3.0,0
71862,111829,57,671,10.0,0
90426,401183,45,714,13.0,0
51439,126669,41,705,3.0,0
59344,133187,32,782,9.0,0
81284,267542,48,737,9.0,0
58608,33729,48,733,11.0,0
45850,172837,39,716,10.0,0
76618,142663,30,712,5.0,0
50570,155445,38,706,6.0,0
63707,224896,45,713,10.0,0
58231,81381,21,733,10.0,0
60825,209514,21,727,7.0,0
59733,244440,43,706,13.0,0
53448,119043,44,780,0.0,0
61654,258374,58,692,5.0,0
91941,164122,36,760,1.0,0
68363,171984,37,638,6.0,1
50608,75290,58,691,10.0,0
89821,258968,35,711,15.0,0
47995,138438,38,798,5.0,0
111827,131634,40,677,3.0,0
60402,243192,35,747,7.0,0
54328,64366,52,738,3.0,0
47754,211475,37,756,13.0,0
53948,220474,41,766,3.0,0
104379,269313,25,726,3.0,0
76188,20000,21,649,15.0,0
66807,316433,40,715,8.0,0
85222,257445,38,611,11.0,0
59250,118628,35,728,14.0,0
60734,223427,27,716,10.0,0
52923,347134,42,787,14.0,1
83009,114876,21,732,0.0,1
136822,202728,59,722,8.0,0
44681,353864,48,677,0.0,0
52164,178377,35,755,0.0,0
66609,217498,22,700,6.0,0
86114,283661,40,672,10.0,0
89058,235223,40,781,15.0,0
15000,235892,49,788,0.0,0
40652,153906,55,740,0.0,0
70837,100113,43,730,5.0,0
64889,191084,43,763,8.0,0
64730,168958,48,716,8.0,0
67940,349553,27,687,7.0,0
34278,166740,38,702,12.0,0
68085,344553,33,747,10.0,0
80623,282289,26,693,0.0,0
72611,168033,42,820,5.0,0
134238,279250,30,703,0.0,0
105476,113014,38,705,1.0,1
55194,171846,54,707,2.0,0
75725,157464,35,718,3.0,0
90903,92715,21,688,8.0,0
93419,279016,33,673,10.0,0
62204,300411,23,611,12.0,0
63213,84776,43,733,7.0,0
83787,253443,36,713,4.0,0
47989,289093,31,788,0.0,0
37428,232721,21,685,9.0,0
93485,52894,33,671,6.0,0
37841,232415,38,743,16.0,0
67703,35646,44,725,16.0,0
79169,222049,48,679,17.0,0
63293,168697,31,698,12.0,0
80501,115354,46,728,8.0,0
29254,35730,39,706,8.0,1
66774,39656,28,741,5.0,0
75560,235761,21,628,4.0,1
75812,142987,41,690,12.0,0
51095,187697,45,736,12.0,0
75201,156373,28,701,8.0,0
45864,278263,49,701,4.0,0
74999,195691,38,714,3.0,0
80865,201368,28,677,12.0,0
48922,181690,42,691,5.0,0
35381,156453,21,749,9.0,0
39845,153750,42,664,12.0,0
42940,201984,31,791,11.0,0
81635,242537,35,763,10.0,0
69994,237633,42,699,4.0,0
104963,294298,34,696,13.0,0
58376,214355,42,763,6.0,0
53322,128139,24,742,7.0,0
66069,195693,31,684,7.0,0
64306,168487,56,752,13.0,0
99011,41895,40,790,7.0,0
84265,186052,26,681,7.0,0
46606,143866,23,725,10.0,0
54363,184353,27,769,16.0,0
52986,253219,22,708,8.0,0
74993,304531,34,641,12.0,1
97394,340635,41,648,6.0,0
50420,197674,21,774,4.0,0
43585,206109,59,742,17.0,0
91917,132404,54,694,14.0,0
38958,118837,43,598,12.0,0
61686,153093,35,759,6.0,1
84235,46776,32,696,21.0,0
89228,267023,42,681,6.0,0
46312,293672,41,693,11.0,0
38535,211986,33,749,15.0,0
50455,249697,26,700,18.0,0
61601,178400,33,727,10.0,0
74128,114565,37,812,4.0,0
92384,59091,43,638,10.0,0
92792,324149,43,748,12.0,0
37512,111143,41,703,7.0,0
37318,190504,27,644,5.0,1
72553,255423,47,644,12.0,0
60047,140800,45,742,8.0,0
46693,128768,29,735,1.0,0
93174,196930,33,685,15.0,0
29281,285811,28,773,0.0,1
53141,167389,22,742,5.0,0
54980,223678,44,666,7.0,0
97443,132821,30,747,17.0,0
77061,136513,31,716,9.0,0
68925,199898,40,719,4.0,0
85381,172717,41,850,11.0,0
90452,184390,21,715,7.0,0
93332,238467,35,779,9.0,0
55182,49514,56,751,18.0,0
83302,81840,49,743,7.0,0
106589,180185,34,733,0.0,0
54289,103300,56,739,0.0,0
50574,153023,35,686,10.0,0
64221,222729,29,699,1.0,0
85544,197010,38,716,9.0,0
77370,248742,33,795,6.0,0
90271,20000,40,781,13.0,0
91787,227271,34,655,9.0,0
104685,208401,45,763,7.0,0
41421,216713,50,744,9.0,0
82936,117471,23,657,3.0,0
143254,170504,38,769,3.0,0
69840,197070,21,727,6.0,0
140271,170958,38,703,14.0,0
80354,176063,34,794,10.0,0
64691,142266,37,702,8.0,0
59491,129177,21,721,5.0,0
79008,70682,34,809,7.0,0
77680,271301,38,611,12.0,0
39388,42014,21,794,9.0,0
76720,86656,46,810,6.0,0
59987,71074,59,688,0.0,0
44946,88539,34,718,11.0,0
77152,191474,37,726,3.0,0
62771,217207,47,748,3.0,0
50892,229003,41,734,4.0,0
26979,169620,38,677,9.0,1
118745,183053,36,777,12.0,0
83503,120360,41,746,15.0,0
76966,141965,34,815,4.0,0
69445,138261,45,688,11.0,0
75861,86758,35,713,14.0,0
78720,228363,32,779,4.0,0
65883,326897,33,759,13.0,1
47885,209509,27,724,6.0,0
44192,142422,24,697,11.0,0
32195,221076,34,754,11.0,0
84267,206419,38,621,15.0,0
39780,81059,21,740,1.0,0
107874,137960,51,754,2.0,0
51007,20000,43,724,9.0,0
96909,274211,38,767,3.0,0
72410,139596,41,655,6.0,0
69301,186697,23,786,13.0,0
59162,144006,36,702,12.0,0
98668,259217,51,744,2.0,0
101499,174269,34,790,10.0,0
114698,164098,41,749,6.0,0
85135,55082,21,785,4.0,0
49882,176479,39,658,17.0,0
57418,72600,30,703,7.0,0
72023,411090,47,689,4.0,0
107614,64498,21,739,16.0,0
41021,258412,36,788,2.0,0
48875,216832,40,755,7.0,0
79744,192601,39,691,10.0,0
95406,84620,55,744,6.0,0
39411,319489,46,741,16.0,0
139478,97730,38,774,5.0,0
102752,82731,36,759,16.0,0
82217,20000,33,679,9.0,0
68351,198760,30,681,13.0,0
73493,20000,40,688,2.0,0
75714,151214,21,776,0.0,1
66916,172426,27,612,5.0,0
103022,209927,51,717,5.0,0
81229,301703,33,749,4.0,0
69507,227813,22,686,3.0,1
60528,118169,33,701,3.0,0
58907,232946,49,743,5.0,0
73453,154617,39,721,6.0,0
66481,456176,23,760,0.0,0
71107,177484,32,697,6.0,0
87387,99177,58,781,2.0,0
107884,222751,49,770,5.0,0
32089,250257,41,718,3.0,0
56400,205073,39,699,12.0,0
68974,246602,37,738,4.0,0
59046,20000,36,754,8.0,0
66571,153691,39,712,15.0,0
62316,268452,34,641,6.0,0
47150,179013,21,753,6.0,0
46214,107497,47,821,13.0,0
88789,220492,21,767,12.0,0
93633,126749,27,702,18.0,0
75525,149907,32,746,10.0,0
89138,124804,29,681,5.0,0
58419,75809,39,756,0.0,0
68010,153974,31,681,5.0,0
88731,256432,23,787,12.0,0
59583,149626,30,691,0.0,0
48322,258829,36,733,1.0,1
69790,187119,33,798,9.0,0
92838,195322,48,707,12.0,0
93183,89741,23,719,2.0,0
76431,106749,21,757,13.0,0
38976,254038,43,730,7.0,0
50333,54380,44,673,9.0,0
15489,252463,34,791,4.0,0
87114,323061,37,699,9.0,0
25788,156294,36,786,0.0,0
101043,195867,24,754,13.0,0
36496,147411,39,695,0.0,0
61712,156103,27,780,10.0,0
64017,236563,56,611,9.0,0
87468,240032,31,816,13.0,0
85133,184244,42,700,4.0,0
60322,182293,33,744,4.0,0
50026,237357,47,746,7.0,0
59144,65928,53,703,10.0,0
77915,229767,31,666,3.0,0
28581,104497,42,647,14.0,0
74081,252591,24,844,5.0,0
64168,235359,28,628,6.0,1
77067,164163,29,731,8.0,1
27589,186891,33,780,1.0,0
144254,167103,48,758,2.0,1
74616,229228,38,699,3.0,0
27498,199781,44,755,9.0,0
65135,111506,38,703,6.0,0
56637,114066,50,739,10.0,0
66016,121469,45,799,7.0,0
66746,272546,36,743,4.0,0
73773,62368,39,699,11.0,1
82862,238261,38,680,11.0,0
90943,227625,29,715,1.0,0
127016,239314,21,705,13.0,0
99967,206088,42,758,0.0,0
87283,365170,25,786,4.0,0
59173,100434,43,673,9.0,0
84062,127248,65,719,12.0,0
50182,106818,32,799,0.0,0
38297,241499,29,707,8.0,0
86878,97568,37,705,9.0,0
65147,127547,47,681,12.0,0
86947,268067,52,690,22.0,0
72256,105070,26,644,8.0,1
107097,163221,48,709,5.0,0
41854,104178,45,755,11.0,0
64305,115054,29,729,15.0,0
85113,139636,24,668,0.0,0
63226,64508,29,701,11.0,0
22722,128424,49,792,7.0,1
64311,285798,36,744,4.0,0
76489,193712,25,767,21.0,0
90975,151576,22,738,10.0,0
59303,275630,42,701,9.0,0
46991,124809,46,733,8.0,0
79689,162552,21,680,4.0,0
72069,267671,34,768,18.0,0
45577,249115,48,703,12.0,0
29081,274647,27,619,7.0,0
68544,157631,47,746,0.0,0
81757,67178,39,724,9.0,0
82830,93889,50,703,10.0,0
61853,182746,65,660,8.0,0
70622,246712,47,640,0.0,1
51958,20000,60,760,3.0,0
65162,155754,47,711,5.0,0
50212,227989,43,671,2.0,0
81600,20000,48,668,7.0,0
49642,181587,30,661,0.0,0
59416,145817,48,641,0.0,1
101215,106229,31,787,0.0,0
75941,212808,33,649,5.0,0
50339,160200,42,610,0.0,0
75908,289172,39,703,12.0,0
78549,88404,34,736,8.0,0
21315,45710,40,771,11.0,0
83258,99263,59,696,10.0,0
82251,250118,36,643,9.0,0
69636,87805,32,769,8.0,0
80608,237654,21,781,0.0,0
90770,35280,35,679,8.0,0
83963,134900,47,736,9.0,0
80751,230429,56,711,5.0,0
127128,131360,31,723,1.0,0
62463,211660,40,711,12.0,0
90182,156568,50,773,2.0,0
86218,76769,51,707,19.0,0
37065,197983,21,708,7.0,0
48439,294538,30,736,5.0,0
15000,173301,42,713,4.0,0
44506,212545,38,735,0.0,0
22648,137649,37,660,17.0,0
103779,255780,37,784,5.0,0
105910,124860,21,684,6.0,0
57359,114837,37,765,9.0,0
42536,341931,29,725,0.0,0
80111,196557,27,713,7.0,0
87211,324374,33,587,1.0,1
42011,127442,22,710,10.0,0
55613,147988,28,817,6.0,0
28712,277907,27,740,6.0,0
93428,97228,54,706,8.0,0
64419,181458,39,737,13.0,0
132477,109267,39,704,15.0,0
66090,186036,25,633,0.0,0
115655,182740,33,760,14.0,1
61401,268845,22,751,8.0,0
51243,164539,53,744,7.0,0
59938,240007,34,729,14.0,0
46582,257265,24,737,8.0,1
55680,280786,42,693,11.0,0
68068,136838,31,645,5.0,0
54488,184247,40,687,16.0,0
53861,127747,32,850,8.0,0
84448,204558,58,762,12.0,0
58861,269806,46,713,0.0,0
62618,144503,57,765,9.0,0
26282,152842,21,657,13.0,0
52081,199945,42,694,8.0,0
74030,212600,55,689,2.0,0
70487,139090,31,712,11.0,0
56527,241661,46,711,10.0,0
59471,195190,52,742,4.0,0
85895,126564,53,747,4.0,0
34418,295318,41,713,9.0,0
146877,243433,21,729,3.0,0
67054,267388,21,771,14.0,0
21949,136102,48,798,7.0,0
58974,294344,36,782,8.0,0
77257,223775,21,757,1.0,0
39671,87815,65,719,6.0,0
70623,67251,40,709,12.0,0
77343,143285,32,791,16.0,0
83381,112877,31,604,14.0,0
92024,162235,41,709,1.0,0
65823,259950,49,642,2.0,0
33451,231178,49,685,6.0,0
63580,227942,23,637,3.0,1
59383,129218,37,748,14.0,0
65832,101581,46,677,9.0,0
88162,145476,51,743,6.0,0
68212,123980,60,669,6.0,0
89153,262980,25,660,7.0,0
39809,133869,37,709,8.0,0
86261,339971,30,688,2.0,0
114294,75380,38,707,4.0,0
72041,253533,46,683,8.0,0
81701,206372,42,685,4.0,0
64129,84622,26,671,3.0,0
60766,273028,26,572,10.0,0
71871,323833,42,760,6.0,0
53149,410845,29,684,4.0,0
66585,258239,34,807,9.0,0
87825,143398,48,710,10.0,0
110832,153343,50,779,12.0,0
63454,222720,28,764,2.0,0
45203,182440,29,747,13.0,0
73484,382829,21,729,10.0,1
38604,131173,37,673,11.0,0
79546,73514,36,686,3.0,0
38133,313981,35,755,3.0,0
59216,272859,40,646,10.0,0
61620,259805,28,784,9.0,0
84304,126868,21,799,9.0,0
71713,95894,56,770,8.0,0
105637,309752,53,752,4.0,0
116743,156032,24,712,6.0,0
68390,91597,50,739,5.0,0
80000,214377,49,681,0.0,0
79256,42594,23,788,2.0,0
90865,271339,26,790,10.0,0
59068,174449,43,689,8.0,0
86612,334852,30,728,0.0,0
59399,149013,37,751,8.0,0
75130,169612,23,732,5.0,0
108924,169208,27,663,7.0,0
60871,277565,61,731,4.0,0
28937,139600,38,659,2.0,1
48021,341984,33,747,7.0,0
59644,299770,57,746,12.0,0
92120,239273,35,752,2.0,0
115773,68382,34,762,13.0,0
87433,99142,21,700,2.0,0
111526,85675,25,787,1.0,0
86462,286382,34,651,5.0,0
45196,228242,38,690,11.0,0
67214,154952,26,671,0.0,1
76982,179750,35,642,17.0,0
91421,189066,39,721,8.0,0
55585,223236,54,683,0.0,0
80433,358957,33,760,22.0,0
86486,240341,45,685,7.0,0
65904,62405,30,692,2.0,0
93579,142089,37,757,5.0,0
75640,242989,49,658,15.0,0
71998,119896,22,636,9.0,0
74131,269063,26,616,0.0,0
49578,240763,35,736,4.0,0
125457,114833,38,709,6.0,0
83264,164321,21,740,15.0,0
122465,193292,39,670,9.0,0
65316,121328,22,691,1.0,0
88484,37200,30,693,6.0,0
91819,170600,27,633,1.0,1
70875,81778,34,726,8.0,0
80951,114588,27,766,2.0,0
68165,166361,38,686,21.0,0
33929,275009,47,742,8.0,0
48809,190907,29,616,11.0,1
54281,179961,57,773,3.0,1
49131,99076,38,740,5.0,0
32773,296693,29,650,12.0,0
99556,140565,43,615,1.0,1
72032,299299,41,718,4.0,0
41310,308534,39,725,14.0,0
86275,316701,41,604,8.0,0
86710,226927,29,725,8.0,0
89210,120330,35,749,9.0,0
72684,250758,43,651,8.0,0
57456,87973,28,718,6.0,0
95202,116119,35,699,0.0,0
63923,54416,33,675,2.0,0
46168,136721,65,696,8.0,0
56625,165527,23,741,4.0,0
67216,176759,25,695,26.0,0
112875,73478,55,715,5.0,0
63900,101979,33,744,6.0,0
52857,20000,31,644,13.0,0
56302,21704,61,700,12.0,0
46881,136156,53,676,18.0,0
89221,172736,26,731,11.0,0
82266,114893,35,751,10.0,0
24553,190375,31,685,10.0,0
68033,20000,49,733,7.0,0
91598,201218,25,843,1.0,0
68232,149907,44,850,4.0,0
76396,156842,39,667,1.0,0
107874,165415,47,798,3.0,0
41109,243395,35,813,16.0,0
114879,271041,43,705,15.0,0
38743,277686,38,702,14.0,0
101168,82390,35,712,6.0,0
15000,200844,31,751,12.0,0
107837,288521,30,764,2.0,0
122072,236279,43,643,11.0,1
33905,246247,34,641,0.0,0
48549,283033,31,705,9.0,0
78276,174571,21,744,14.0,0
15000,123921,28,707,10.0,0
88959,159534,32,770,9.0,0
81595,20000,36,738,2.0,0
38394,359198,34,712,7.0,0
58629,221549,50,749,3.0,0
42820,193524,30,787,9.0,0
79805,81322,25,757,5.0,0
89789,160161,59,720,2.0,0
64998,103477,45,749,10.0,0
79868,301179,29,740,16.0,0
23812,175607,28,757,8.0,0
65777,238477,37,744,8.0,0
79510,228886,44,748,9.0,0
64500,144093,35,733,6.0,0
57359,89909,40,673,8.0,0
66664,303804,38,696,10.0,0
73974,183523,21,655,3.0,0
55268,262883,32,695,4.0,0
59879,197112,55,696,1.0,0
86578,264126,34,605,5.0,0
54870,180481,43,775,3.0,0
55474,138797,42,693,0.0,1
83990,89001,29,756,5.0,0
106239,194262,53,730,10.0,0
84755,139519,49,746,3.0,0
61889,80814,52,723,3.0,0
83606,248402,56,691,10.0,0
87441,154575,33,701,4.0,0
98907,298371,52,797,0.0,0
34195,122084,37,811,14.0,1
33206,70348,45,697,6.0,0
73958,319041,40,692,10.0,1
84084,304770,32,778,9.0,0
25076,162262,49,762,3.0,1
72961,65089,55,692,12.0,0
58313,297650,49,811,9.0,0
108648,187815,39,839,4.0,0
15000,128257,55,738,1.0,0
149127,284536,60,682,0.0,0
41796,253846,60,685,12.0,0
69324,59771,32,779,10.0,0
83432,224536,22,762,1.0,0
65887,282757,45,726,1.0,0
49788,212467,42,818,11.0,0
64395,151343,23,707,20.0,0
50188,273119,28,745,13.0,0
64155,208719,23,817,0.0,0
48643,264831,29,749,10.0,1
68022,42259,38,661,5.0,0
69400,186238,52,691,7.0,0
90752,222207,41,768,16.0,0
111516,323926,57,760,11.0,1
120427,165085,39,730,5.0,0
73200,167287,52,728,14.0,0
58517,115814,49,739,13.0,0
65034,151650,26,762,6.0,0
88148,36888,51,814,6.0,0
68533,203024,34,709,11.0,0
76024,256154,27,746,8.0,0
74399,195846,21,818,7.0,0
77864,166617,57,705,4.0,0
57797,278828,38,678,16.0,0
110311,61445,31,716,5.0,0
15000,224048,36,681,9.0,0
59590,180412,41,694,9.0,0
77227,314239,49,817,0.0,0
15000,169023,34,721,16.0,0
75603,211019,31,760,13.0,0
41147,122801,39,655,0.0,1
50497,260982,33,765,9.0,0
51316,183354,26,788,15.0,0
80155,185783,42,642,11.0,0
86352,65292,52,706,12.0,0
90392,330820,57,725,7.0,0
112663,150632,38,651,0.0,0
34289,156001,45,774,2.0,0
87243,160755,37,731,6.0,0
95231,168053,32,800,1.0,0
91785,164766,47,696,7.0,0
47206,104260,36,690,12.0,0
74913,180037,21,687,9.0,0
51384,119001,21,678,2.0,0
37020,104757,35,679,16.0,0
77482,105375,39,644,10.0,0
107060,185591,21,647,2.0,1
74202,254523,34,686,9.0,0
101605,248707,48,715,9.0,0
102384,272588,36,706,12.0,0
68233,224411,32,684,11.0,0
63132,52714,38,760,5.0,0
52252,195495,37,734,9.0,0
57570,113357,40,763,3.0,0
69410,308509,28,832,6.0,1
95678,247805,23,649,0.0,1
57126,82392,34,710,8.0,0
62606,262382,35,740,12.0,0
58620,302407,45,753,6.0,0
52778,184573,29,727,3.0,0
77019,134235,25,696,6.0,0
72084,267053,36,621,15.0,1
37306,135501,44,700,17.0,0
83159,69169,32,763,12.0,0
104501,224531,49,691,10.0,0
87127,145773,32,699,3.0,0
107348,137547,49,581,12.0,1
63740,170885,48,709,7.0,0
90028,241687,58,684,10.0,0
34769,129670,24,750,25.0,0
87650,208133,27,710,11.0,0
62708,242045,27,648,2.0,1
40565,175268,52,679,11.0,0
74028,69347,32,708,7.0,0
44061,125200,35,723,0.0,0
74148,190541,49,749,3.0,0
92201,187014,21,786,10.0,0
100263,231067,29,801,2.0,0
67373,146091,21,807,0.0,0
78006,238337,35,753,0.0,1
59515,166045,47,735,0.0,0
53288,110303,45,613,10.0,0
71528,188646,35,691,4.0,0
52972,94689,33,762,7.0,0
64733,299906,43,755,1.0,0
64021,188943,48,736,6.0,0
35967,193748,34,820,8.0,0
109341,229838,30,694,1.0,0
71297,106898,37,727,14.0,0
111492,167748,32,726,12.0,0
174086,128560,23,720,5.0,0
71712,198333,40,763,7.0,0
65037,101526,27,730,9.0,0
81710,119889,56,765,13.0,0
97307,147543,42,750,0.0,0
105089,82896,21,699,2.0,0
102547,246533,29,769,5.0,0
86850,163543,35,697,14.0,0
98268,126341,39,697,10.0,0
76206,188898,50,725,11.0,0
108007,193309,37,739,15.0,0
67335,271424,39,697,4.0,0
41134,104375,45,708,11.0,0
117480,185510,55,756,5.0,0
121456,153890,26,760,16.0,0
97189,227903,39,641,2.0,0
24635,105008,33,727,6.0,0
72567,48037,32,626,7.0,1
87748,217078,43,725,11.0,1
87590,269913,26,682,5.0,0
117981,145493,38,767,11.0,0
35994,237725,28,696,0.0,0
47633,127245,52,679,8.0,0
76268,143259,33,654,4.0,0
51324,138470,43,812,5.0,0
136398,77224,41,723,0.0,0
93825,236657,38,750,11.0,0
52647,224556,34,757,15.0,0
101228,176318,21,752,1.0,0
67120,188169,21,748,7.0,0
64587,85681,29,707,9.0,0
70655,61296,50,750,7.0,0
48818,116612,56,766,14.0,0
66790,226336,21,755,7.0,0
77525,144222,39,732,15.0,0
42309,157416,40,728,8.0,0
140172,262697,34,690,6.0,0
87255,310775,33,714,13.0,0
81116,98656,35,743,9.0,0
51572,68464,50,788,8.0,0
67342,126444,43,713,4.0,0
53163,218301,32,743,0.0,0
40603,142765,49,768,9.0,0
53281,329088,45,734,10.0,0
54032,193341,56,733,8.0,0
65834,360119,42,667,7.0,0
65578,126377,44,704,0.0,0
146871,158685,38,717,2.0,0
48575,199871,37,811,9.0,0
82302,281697,60,724,6.0,0
70342,90164,51,692,14.0,0
52778,218364,36,798,9.0,0
84226,134198,41,691,2.0,0
47493,296468,41,642,1.0,1
60655,121376,28,650,12.0,0
48101,289003,21,701,9.0,0
111401,222574,30,756,0.0,0
84258,136047,48,715,0.0,0
46425,236797,54,798,1.0,0
17978,178672,32,734,2.0,1
47145,98750,63,744,16.0,0
117604,205815,21,682,5.0,0
130147,247593,47,724,15.0,0
66530,207404,61,744,12.0,0
64298,201860,52,791,11.0,0
91075,139020,47,739,10.0,0
42550,171476,48,714,14.0,0
56499,106151,21,642,10.0,1
69423,302055,21,753,9.0,0
78165,287153,45,717,7.0,0
63066,172597,38,738,5.0,0
62273,268788,34,651,2.0,0
82282,238783,41,662,12.0,0
91145,82111,26,744,7.0,0
44470,146311,48,756,9.0,0
63651,102659,34,669,8.0,0
56876,98144,59,771,12.0,0
77563,229178,53,784,5.0,0
81193,208855,21,773,12.0,0
68604,228648,51,740,3.0,0
44314,161895,56,706,7.0,0
22175,57672,49,715,9.0,0
67446,167553,49,750,13.0,0
32096,236458,32,691,10.0,0
35082,278260,33,780,5.0,0
76172,97090,38,607,12.0,0
47487,113280,34,739,20.0,0
111091,332128,49,738,17.0,0
35899,185721,38,738,10.0,0
73865,231696,21,741,11.0,0
81271,201835,37,716,11.0,0
100267,94287,21,725,5.0,1
19732,199554,21,626,3.0,0
54677,130096,61,708,14.0,0
67982,271345,39,675,0.0,0
111314,146039,47,746,10.0,0
112901,178072,43,728,7.0,0
66736,359915,56,726,7.0,0
96176,367280,46,750,16.0,0
88940,300923,24,785,7.0,0
58493,175690,51,676,14.0,0
80111,215906,25,736,5.0,0
78410,160809,59,792,6.0,0
35792,302634,36,786,13.0,0
105586,229790,46,591,4.0,1
61963,174368,31,761,2.0,0
97978,218801,33,660,9.0,0
92040,100760,48,777,4.0,0
69453,182486,37,719,2.0,0
88941,152247,35,749,8.0,0
83609,275359,38,759,16.0,0
77889,245696,34,708,14.0,0
75137,172192,51,702,0.0,1
85780,20000,41,676,9.0,0
47755,80713,32,807,0.0,0
48145,41465,32,647,0.0,0
61411,382372,48,725,17.0,0
47183,272289,34,781,11.0,1
79999,206432,32,792,0.0,0
26611,202681,30,704,10.0,0
54039,102588,26,663,3.0,0
19368,207630,33,748,7.0,0
26988,202826,21,636,11.0,0
47110,264164,22,679,15.0,0
105333,66291,31,734,18.0,0
68117,189269,31,719,10.0,0
32881,172987,21,658,6.0,0
41311,99444,45,664,0.0,0
68714,227275,47,631,11.0,1
74412,209381,42,729,14.0,0
70989,120558,26,748,2.0,0
110631,130711,46,637,6.0,0
55563,106749,22,713,7.0,0
37017,217708,25,777,14.0,0
74350,347105,41,747,7.0,0
